Root {
	ObjBlock = 'ObjBlock' {
		HeightBrush = 'SHB;128;128;0.500000;
1;0;0;0.000000;
39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;
39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;
39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;
39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;
39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;
39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;
39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;
39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;
39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;32.00;32.00;32.00;32.00;38.88;38.88;38.88;38.88;39.55;39.55;39.55;39.55;39.62;39.62;39.62;39.62;37.15;37.15;37.15;37.15;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;
39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;39.24;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;35.64;32.00;32.00;32.00;32.00;38.88;38.88;38.88;38.88;39.55;39.55;39.55;39.55;39.62;39.62;39.62;39.62;37.15;37.15;37.15;37.15;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;32.00;
